treatment,replicate,obs,time,elapsed,date,hhmmss,averaging,TIME,E,CO2_r,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,?Vc,Edyn,Hr,Hs,dHs/dt,?Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,?CO2,CO2_s_d,CO2_r_d,?H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,?CO2:MN,?CO2:SLP,?CO2:SD,?CO2:OK,?H2O:MN,?H2O:SLP,?H2O:SD,?H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
empty,empty,1514,1677601530,6259,20230228 10:25:29,10:25:29,5,1677601527,7.05E-05,508.7111,0.07052246,-0.123186908,496.1051,526.9762995,52.21209815,49.1534215,0.004517657,3.458543608,0.004514381,0.002821782,238.0499753,27.81628502,25.06623,3.192254459,52.92715108,1.682550591,3.178993308,1.509703868,-3.110040478,-13.02215709,322.2085967,544.1263744,12.57812284,0.066944689,-0.123186908,519.2783829,508.9259455,1.694377958,92.95838161,0.07052246,16.91640827,16.98482606,0.0001316,100.24,0,0,1,0,52664.02166,1500.001,1264.500758,0.842999943,0.158699878,6,0.5,0: Broadleaf,2,TRUE,1677601527,496.1051,508.7111,16.98197,16.91619,492.7758,16.6247,600.2539,98.9786,0.10004584,24.99639,25.06623,999.9,0,0,9995.062,489.5205,267.5471,-12.606,504.6757,517.4647,0.06581362,508.7111,16.91619,1.680855,1.674339,14.72074,14.66055,1500.001,0.9000016,0.09999839,30,29958.1,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-12.5881,-0.170809756,0.056692878,0,0.057700271,0.080753703,0.008438427,1,1,2,2-Jan,3.2085,2.73494,0.113294,0.115443,0.0866798,0.0861617,28653.7,22620.9,30737.8,27603.8,38035.1,38433.4,46514.2,47295.3,2.17438,1.6469,0.0106171,0,24.8911,999.9,46.1,31.9,22.1139,63.1647,27.8005,1,0.0373069,0.677652,20.1851,5.23945,11.9065,5.0099,3.29448,1540.5,8611.4,6517,999.9,1.8663,1.86401,1.86723,1.86676,1.86066,1.86358,1.86264,1.86752,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,108,108,1.2793,2.47192,1.65283,2.29004,1.55029,2.31567,37.8437,23.7723,19,630.338,343.845,23.6547,28.0143,30,28.3495,28.4637,25.568,28.3037,0,23.6566,525.51,16.9175,107.228,99.4607
empty,empty,1515,1677601533,6262,20230228 10:25:32,10:25:32,5,1677601530,7.04E-05,513.7453,0.070422554,-0.022824508,501.1088,496.7423855,49.2168575,49.64947853,0.004514001,3.458456986,0.00451073,0.0028195,238.0499305,27.81679955,25.06302,3.19164389,52.93514958,1.682847002,3.179072914,1.508796887,-3.105634623,-12.34500897,322.2513251,544.850612,12.60802959,0.068494541,-0.022824508,524.3914439,513.9849091,1.686683466,92.95838161,0.070422554,16.91765519,16.98641576,6.50E-05,100.24,0,0,1,0,52662.09332,1500.001,1264.500857,0.843000009,0.158699848,6,0.5,0: Broadleaf,2,TRUE,1677601530,501.1088,513.7453,16.98486,16.91756,497.7793,16.62758,600.2779,98.9792,0.10003893,24.99681,25.06302,999.9,0,0,9994.632,489.536,263.8141,-12.63655,509.7673,522.5862,0.06732654,513.7453,16.91756,1.681151,1.674485,14.72345,14.66189,1500.001,0.9000023,0.09999779,30,29958.1,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-12.6114439,-0.057595819,0.044587946,1,0.061491939,0.056488999,0.005950413,1,2,2,2-Feb,3.20841,2.73496,0.114125,0.11626,0.0866871,0.0861643,28626.7,22600.2,30737.6,27604,38034.6,38433.9,46513.8,47295.9,2.17442,1.64715,0.0106543,0,24.8911,999.9,46.1,31.9,22.1144,63.4947,27.9768,1,0.0372637,0.678745,20.1851,5.23945,11.9066,5.0101,3.29435,1540.5,8611.4,6517,999.9,1.8663,1.86401,1.86722,1.86677,1.86066,1.86359,1.86264,1.86752,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,108.1,108.1,1.28906,2.47925,1.65283,2.29004,1.55029,2.35352,37.8437,23.7723,19,630.357,343.974,23.6567,28.0131,29.9999,28.3477,28.4621,25.7663,28.3037,0,23.6588,530.51,16.9175,107.228,99.4618
empty,empty,1516,1677601536,6265,20230228 10:25:35,10:25:35,5,1677601533,7.17E-05,518.7788,0.071666679,-0.053797049,506.0886,512.1227132,50.74098928,50.14313086,0.004593104,3.45959584,0.004589719,0.002868878,238.0497471,27.8155756,25.06541,3.192098479,52.94234316,1.683068667,3.179059646,1.509029812,-3.160500549,-12.8078979,322.2230362,544.3043849,12.66095737,0.069696474,-0.053797049,529.5085382,519.0681939,1.697254869,92.95838161,0.071666679,16.91874287,16.98880909,5.24E-05,100.24,0,0,1,0,52686.66671,1500,1264.500074,0.84300005,0.158699831,6,0.5,0: Broadleaf,2,TRUE,1677601533,506.0886,518.7788,16.98701,16.91853,502.7589,16.62975,600.2851,98.97971,0.10003782,24.99674,25.06541,999.9,0,0,9999.438,489.5383,262.2514,-12.69028,514.8341,527.7069,0.06851539,518.7788,16.91853,1.681371,1.67459,14.7255,14.66285,1500,0.9000027,0.09999745,30,29958.1,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-12.62582927,-0.270650174,0.056161667,0,0.064163993,0.037969334,0.003972834,1,1,2,2-Jan,3.2084,2.7351,0.114956,0.117082,0.086695,0.0861678,28600.1,22578.9,30737.9,27603.6,38034.8,38433.3,46514.5,47295.3,2.1743,1.64695,0.0108778,0,24.8911,999.9,46.1,32,22.2397,63.4047,27.9968,1,0.0372764,0.679553,20.1848,5.2396,11.9063,5.0103,3.2944,1540.7,8612.5,6517,999.9,1.8663,1.86401,1.86722,1.86676,1.86066,1.86359,1.86264,1.86754,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.329,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,108.1,108.1,1.29883,2.47437,1.65283,2.29004,1.55029,2.33276,37.8437,23.7723,19,630.253,343.857,23.6586,28.0119,30,28.3471,28.4614,25.9617,28.3037,0,23.6588,535.52,16.9175,107.229,99.4605
empty,empty,1517,1677601539,6268,20230228 10:25:38,10:25:38,5,1677601536,7.21E-05,523.8128,0.072057488,-0.145762229,511.0991,548.4118865,54.33644986,50.63951257,0.004616441,3.459899825,0.004613021,0.002883445,238.0496602,27.81612683,25.06929,3.192836593,52.94536536,1.683251049,3.179222652,1.509585544,-3.17773521,-13.37234426,322.1912478,543.6908286,12.68365322,0.070347238,-0.145762229,534.6337463,524.2044485,1.710579825,92.95838161,0.072057488,16.91949268,16.99005879,3.51E-05,100.24,0,0,1,0,52693.06481,1499.999,1264.49912,0.842999975,0.158699879,6,0.5,0: Broadleaf,2,TRUE,1677601536,511.0991,523.8128,16.98887,16.91975,507.7693,16.63159,600.2788,98.97955,0.10008558,24.9976,25.06929,999.9,0,0,10000.751,489.5461,265.1348,-12.71381,519.932,532.828,0.06913241,523.8128,16.91975,1.681551,1.674708,14.72717,14.66397,1499.999,0.9000017,0.09999833,30,29958.11,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-12.64079512,-0.45917561,0.06732567,0,0.066066454,0.027007077,0.002758006,1,1,2,2-Jan,3.20836,2.73505,0.115787,0.117896,0.0867004,0.0861705,28573.3,22558,30738,27603.6,38034.5,38432.9,46514.3,47294.9,2.17448,1.64688,0.0113621,0,24.8911,999.9,46.1,31.9,22.1156,63.4947,28.117,1,0.03719,0.679227,20.185,5.2396,11.9068,5.01015,3.2944,1540.7,8612.5,6517,999.9,1.8663,1.86401,1.86722,1.86676,1.86066,1.86359,1.86264,1.86753,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.329,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,108.2,108.2,1.30859,2.47681,1.65283,2.29004,1.55029,2.35596,37.8679,23.7723,19,630.369,343.809,23.66,28.0107,29.9999,28.3453,28.4603,26.1564,28.3037,0,23.6611,540.53,16.9175,107.229,99.4599
empty,empty,1518,1677601542,6271,20230228 10:25:41,10:25:41,5,1677601539,7.20E-05,528.8429,0.072007926,0.10189905,516.1191,468.4405601,46.41288548,51.13685433,0.004612027,3.459137707,0.004608614,0.00288069,238.0497379,27.81735222,25.07214,3.19337886,52.94794999,1.683395444,3.179340172,1.509983415,-3.175549516,-13.78526925,322.1677272,543.2566463,12.69308928,0.07087634,0.10189905,539.7595201,529.2608848,1.681070291,92.95838161,0.072007926,16.92075938,16.99128667,3.37E-05,100.24,0,0,1,0,52676.52349,1499.999,1264.499186,0.843000019,0.158699931,6,0.5,0: Broadleaf,2,TRUE,1677601539,516.1191,528.8429,16.99034,16.9207,512.7894,16.63304,600.2768,98.97947,0.10009193,24.99822,25.07214,999.9,0,0,9997.508,489.5643,266.5466,-12.7239,525.0395,537.9453,0.06963197,528.8429,16.9207,1.681694,1.674801,14.72848,14.66483,1499.999,0.9000011,0.09999896,30,29958.1,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-12.65804634,-0.623855749,0.073891133,0,0.067297071,0.020487215,0.002083978,1,1,2,2-Jan,3.20827,2.73497,0.116603,0.118703,0.0867064,0.0861758,28546.7,22537.5,30737.7,27603.7,38034,38432.8,46514,47295,2.17458,1.64695,0.0105426,0,24.8907,999.9,46.1,32,22.2409,62.9547,28.2452,1,0.0372154,0.682116,20.1852,5.23975,11.9063,5.01025,3.29433,1540.7,8612.5,6517,999.9,1.86629,1.86401,1.86722,1.86676,1.86066,1.8636,1.86264,1.86752,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.329,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,108.2,108.2,1.31836,2.4707,1.65283,2.29004,1.55029,2.37427,37.8679,23.7723,19,630.446,343.842,23.6616,28.0096,30,28.3453,28.459,26.3554,28.3037,0,23.6622,545.54,16.9175,107.228,99.4602
empty,empty,1519,1677601545,6274,20230228 10:25:44,10:25:44,5,1677601542,7.28E-05,533.8588,0.072814415,0.268593916,521.0784,417.2500229,41.34102196,51.62831011,0.004668478,3.457060678,0.004664978,0.002915926,238.0497929,27.81818057,25.06481,3.19198435,52.95386284,1.683525217,3.179230233,1.508459133,-3.211115693,-12.5189468,322.2429517,544.5626821,12.74911023,0.071171024,0.268593916,544.8348389,534.2538364,1.666960707,92.95838161,0.072814415,16.9216291,16.99307212,1.52E-05,100.24,0,0,1,0,52631.86409,1500,1264.499824,0.842999882,0.158699862,6,0.5,0: Broadleaf,2,TRUE,1677601542,521.0784,533.8588,16.99162,16.92169,517.7487,16.63432,600.2721,98.97972,0.10001562,24.99764,25.06481,999.9,0,0,9988.626,489.5693,264.9056,-12.78039,530.0853,543.0481,0.06991903,533.8588,16.92169,1.681823,1.674903,14.72968,14.66577,1500,0.9000016,0.09999832,30,29958.11,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-12.69460488,-0.645786063,0.07292514,0,0.068146493,0.016934762,0.001782954,1,1,2,2-Jan,3.20828,2.73488,0.117409,0.119504,0.0867154,0.086179,28520.7,22517,30737.8,27603.7,38033.9,38432.6,46514.2,47294.8,2.17455,1.64705,0.0105426,0,24.8897,999.9,46.1,32,22.2406,63.1347,28.2532,1,0.0370986,0.682898,20.1854,5.2399,11.9059,5.0105,3.2944,1540.7,8612.5,6517,999.9,1.8663,1.86401,1.86722,1.86676,1.86066,1.8636,1.86265,1.86753,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.329,0.3572,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,108.3,108.3,1.32812,2.47437,1.65283,2.29004,1.55029,2.37671,37.8437,23.7723,19,630.407,343.888,23.6624,28.0084,30,28.3435,28.4574,26.5498,28.3037,0,23.6622,550.55,16.9175,107.228,99.46
empty,empty,1520,1677601548,6277,20230228 10:25:47,10:25:47,5,1677601545,7.45E-05,538.8458,0.074472865,0.015360248,526.0272,507.9766124,50.3300847,52.11852846,0.004777528,3.460124383,0.004773866,0.002983995,238.04915,27.81657999,25.06143,3.191341496,52.95632611,1.683714952,3.179440636,1.507626544,-3.284253361,-11.69246671,322.297639,545.3700689,12.78623788,0.072065284,0.015360248,549.9189849,539.3617212,1.704732556,92.95838161,0.074472865,16.92246574,16.99525333,5.82E-05,100.24,0,0,1,0,52697.70422,1499.996,1264.496343,0.84299981,0.158699857,6,0.5,0: Broadleaf,2,TRUE,1677601545,526.0272,538.8458,16.99357,16.92276,522.6974,16.63628,600.2596,98.97961,0.09992136,24.99875,25.06143,999.9,0,0,10001.703,489.5581,264.092,-12.81872,535.1207,548.1215,0.07080706,538.8458,16.92276,1.682014,1.675007,14.73145,14.66673,1499.996,0.9000014,0.09999843,30,29958.07,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-12.72981951,-0.692006969,0.079460173,0,0.069085,0.015290824,0.001603028,1,1,2,2-Jan,3.20825,2.73495,0.118226,0.120294,0.0867199,0.0861869,28494.4,22496.3,30737.9,27603.1,38033.7,38431.7,46514.1,47294.1,2.1745,1.64705,0.0108033,0,24.889,999.9,46.1,32,22.238,63.1047,28.3293,1,0.0367734,0.684115,20.1852,5.2393,11.9068,5.0102,3.29435,1540.9,8613.6,6517,999.9,1.8663,1.86401,1.86723,1.86676,1.86066,1.86358,1.86264,1.86752,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.329,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,108.3,108.3,1.33911,2.46826,1.65283,2.29004,1.55029,2.39136,37.8437,23.7723,19,630.361,343.883,23.663,28.0078,30,28.3429,28.4567,26.7483,28.3037,0,23.6635,555.56,16.9175,107.228,99.4581
empty,empty,1521,1677601551,6280,20230228 10:25:50,10:25:50,5,1677601548,7.24E-05,543.8475,0.072367494,-0.016304399,531.0291,523.4892649,51.86710369,52.61414749,0.004640091,3.463418498,0.004636641,0.00289821,238.0494171,27.81634953,25.06607,3.192224024,52.95544413,1.683867603,3.179781855,1.50835642,-3.191406471,-12.23388248,322.2708301,544.8949582,12.78576962,0.071831139,-0.016304399,554.988131,544.4689091,1.70379219,92.95838161,0.072367494,16.92449874,16.99560485,1.30E-07,100.24,0,0,1,0,52768.42709,1499.997,1264.497487,0.843000011,0.158699929,6,0.5,0: Broadleaf,2,TRUE,1677601548,531.0291,543.8475,16.9951,16.92452,527.6996,16.63781,600.2581,98.97967,0.09992373,25.00055,25.06607,999.9,0,0,10015.758,489.5719,265.7674,-12.81845,540.21,553.2104,0.07058676,543.8475,16.92452,1.682167,1.675182,14.73287,14.66834,1499.997,0.9000011,0.09999895,30,29958.1,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-12.75698049,-0.528719164,0.067436576,0,0.069650598,0.009036019,0.001115196,1,1,2,2-Jan,3.20832,2.73503,0.119039,0.121106,0.086723,0.0861969,28468.2,22475.7,30738,27603.3,38033.6,38431.4,46514.1,47294.2,2.17458,1.64708,0.0111014,0,24.8905,999.9,46.1,32,22.2385,63.0447,28.3013,1,0.0368953,0.684736,20.185,5.239,11.9066,5.0096,3.2943,1540.9,8613.6,6517,999.9,1.8663,1.864,1.86722,1.86676,1.86066,1.86357,1.86264,1.86752,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.329,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,108.4,108.4,1.34888,2.47314,1.65283,2.29004,1.55029,2.38281,37.8679,23.7723,19,630.406,343.89,23.6638,28.006,30.0001,28.3418,28.4556,26.941,28.3037,0,23.6635,560.57,16.9175,107.228,99.4586
empty,empty,1522,1677601554,6283,20230228 10:25:53,10:25:53,5,1677601551,7.16E-05,548.8999,0.071556907,0.126393437,536.0428,479.2382956,47.48301553,53.11121593,0.00458615,3.459500523,0.004582775,0.002864537,238.0499316,27.82061293,25.06995,3.192962163,52.95524515,1.683967693,3.17998281,1.508994471,-3.1556596,-12.74599719,322.2419461,544.3902209,12.82500364,0.070549914,0.126393437,560.1880766,549.5558485,1.698627699,92.95838161,0.071556907,16.92693027,16.9970897,2.25E-05,100.24,0,0,1,0,52683.75909,1500.001,1264.500822,0.842999986,0.158699849,6,0.5,0: Broadleaf,2,TRUE,1677601551,536.0428,548.8999,16.99601,16.92669,532.7135,16.63873,600.267,98.98009,0.10008779,25.00161,25.06995,999.9,0,0,9998.993,489.5922,268.0465,-12.85701,545.3109,558.351,0.06932527,548.8999,16.92669,1.682265,1.675405,14.73378,14.67041,1500.001,0.9000022,0.09999786,30,29958.15,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-12.79087073,-0.564447387,0.070890294,0,0.069795234,0.00300756,0.000926315,1,1,2,2-Jan,3.20828,2.73497,0.119848,0.121901,0.0867298,0.0862031,28442.3,22455.5,30738.2,27603.5,38033.5,38431.5,46514.3,47294.6,2.17458,1.64715,0.0113994,0,24.8911,999.9,46.1,32,22.2398,63.4647,28.3013,1,0.0371367,0.712369,20.1849,5.2387,11.9066,5.0099,3.29423,1540.9,8613.6,6517,999.9,1.8663,1.86401,1.86722,1.86676,1.86066,1.86357,1.86264,1.86752,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,108.4,108.4,1.35864,2.4707,1.65283,2.29004,1.55029,2.39502,37.8679,23.7723,19,630.392,343.922,23.6639,28.0054,30.0001,28.3406,28.4543,27.1378,28.3037,0,23.6566,565.58,16.9175,107.229,99.4593
empty,empty,1523,1677601557,6286,20230228 10:25:56,10:25:56,5,1677601554,7.14E-05,553.9668,0.071437473,0.127293468,541.0521,483.7095881,47.92599937,53.60750177,0.004576008,3.456435979,0.004572645,0.002858205,238.0499899,27.82326892,25.07491,3.193905982,52.95862519,1.684102286,3.180033998,1.509803696,-3.15039258,-13.60865679,322.1892634,543.4802039,12.88284913,0.070297954,0.127293468,565.3163549,554.6607818,1.702317184,92.95838161,0.071437473,16.9283173,16.99840545,1.52E-05,100.24,0,0,1,0,52617.65874,1500.002,1264.501473,0.842999858,0.158699782,6,0.5,0: Broadleaf,2,TRUE,1677601554,541.0521,553.9668,16.99738,16.92831,537.7227,16.64011,600.2873,98.97995,0.10016035,25.00188,25.07491,999.9,0,0,9985.94,489.613,268.6534,-12.91462,550.4076,563.506,0.0690798,553.9668,16.92831,1.6824,1.675564,14.73501,14.67187,1500.002,0.9000027,0.09999723,30,29958.15,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-12.82170732,-0.662797213,0.078608519,0,0.069859066,-0.001963522,0.000845947,1,1,2,2-Jan,3.20829,2.73504,0.120652,0.122696,0.0867347,0.0862079,28416.3,22435.3,30738.1,27603.6,38033.4,38431.5,46514.4,47294.7,2.17455,1.64718,0.0113621,0,24.8911,999.9,46.1,32,22.2412,63.2247,28.3574,1,0.0369538,0.721969,20.1848,5.23885,11.9062,5.01005,3.29428,1541.2,8614.8,6517,999.9,1.8663,1.86401,1.86722,1.86676,1.86066,1.86358,1.86264,1.86752,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.329,0.3572,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,108.5,108.5,1.36719,2.4707,1.65283,2.29004,1.55029,2.41455,37.8679,23.7723,19,630.353,343.926,23.6601,28.0036,30.0001,28.3388,28.4527,27.3302,28.3037,0,23.6548,570.59,16.9175,107.229,99.4598
empty,empty,1524,1677601560,6289,20230228 10:25:59,10:25:59,5,1677601557,7.19E-05,558.9978,0.071923794,0.211088659,546.06,460.1343089,45.58993285,54.10341774,0.004607329,3.45934145,0.004603923,0.002877758,238.0498976,27.82052132,25.07529,3.1939783,52.96398852,1.684232677,3.179958164,1.509745624,-3.171839294,-13.7655662,322.1791181,543.2916103,12.90572645,0.070472239,0.211088659,570.4316589,559.7415394,1.694159,92.95838161,0.071923794,16.92959197,17.00013394,1.86E-05,100.24,0,0,1,0,52680.34087,1500.001,1264.500692,0.842999899,0.158699826,6,0.5,0: Broadleaf,2,TRUE,1677601557,546.06,558.9978,16.99878,16.92954,542.7306,16.64149,600.2972,98.97954,0.10008081,25.00148,25.07529,999.9,0,0,9998.37,489.6317,266.4969,-12.93768,555.503,568.6243,0.06923256,558.9978,16.92954,1.682531,1.67568,14.7362,14.67293,1500.001,0.9000022,0.09999776,30,29958.14,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-12.85630244,-0.643946341,0.07667274,0,0.069809568,-0.004549877,0.000879669,1,1,2,2-Jan,3.2082,2.73491,0.121449,0.123474,0.0867407,0.0862112,28390.2,22415.7,30737.8,27603.9,38032.8,38431.7,46513.9,47295.1,2.17475,1.64715,0.0112504,0,24.8911,999.9,46.1,32,22.2388,63.1947,28.3894,1,0.0371265,0.718941,20.1847,5.239,11.9057,5.01015,3.29415,1541.2,8614.8,6517,999.9,1.8663,1.86401,1.86722,1.86676,1.86066,1.86359,1.86264,1.86754,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.329,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,108.5,108.5,1.37695,2.47192,1.65283,2.29004,1.55029,2.4231,37.8679,23.7723,19,630.502,343.907,23.6565,28.003,30.0002,28.3383,28.452,27.5246,28.3037,0,23.6548,575.6,16.9175,107.228,99.4607
empty,empty,1525,1677601563,6292,20230228 10:26:02,10:26:02,5,1677601560,7.19E-05,563.9813,0.071853284,0.348673979,551.0418,417.6995648,41.38541968,54.59688751,0.004604338,3.458793964,0.004600935,0.00287589,238.0496027,27.81993179,25.07341,3.193620527,52.97173038,1.684377437,3.179766689,1.50924309,-3.168729834,-13.60115828,322.1859065,543.4656211,12.90715991,0.070289049,0.348673979,575.4705237,564.7675394,1.673611798,92.95838161,0.071853284,16.93098969,17.00146303,1.85E-05,100.24,0,0,1,0,52668.71314,1499.999,1264.499015,0.842999905,0.158699841,6,0.5,0: Broadleaf,2,TRUE,1677601560,551.0418,563.9813,17.00028,16.93122,547.7125,16.64299,600.2964,98.97934,0.10005382,25.00047,25.07341,999.9,0,0,9996.055,489.6335,263.0546,-12.93938,560.5717,573.6947,0.06903954,563.9813,16.93122,1.682677,1.675845,14.73755,14.67447,1499.999,0.900002,0.09999796,30,29958.09,1677595048,8:37:28,1677595048,1677595047,2,-0.242,-0.056,3.329,0.357,420,17,0.23,0.12,-12.88420244,-0.496344251,0.065910281,0,0.069707083,-0.006306976,0.000929581,1,1,2,2-Jan,3.20819,2.73493,0.122236,0.124253,0.0867466,0.0862208,28364.6,22395.9,30737.6,27604.1,38032.3,38431.6,46513.5,47295.4,2.1747,1.64718,0.0108778,0,24.8911,999.9,46.1,32,22.2388,63.4647,28.4054,1,0.0368852,0.714025,20.1847,5.23915,11.9057,5.00995,3.29415,1541.2,8614.8,6517,999.9,1.8663,1.86401,1.86722,1.86676,1.86066,1.86359,1.86264,1.86753,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,3.33,0.3573,3.3295,0,0,0,0.357285,0,0,0,-1,-1,-1,-1,108.6,108.6,1.38672,2.47314,1.65283,2.29004,1.55029,2.4231,37.8679,23.7723,19,630.444,343.911,23.6544,28.0012,30,28.3365,28.4504,27.72,28.3037,0,23.6538,580.61,16.9175,107.227,99.4612
