treatment,replicate,obs,time,elapsed,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,?Vc,Edyn,Hr,Hs,dHs/dt,?Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,?CO2,CO2_s_d,CO2_r_d,?H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,?CO2:MN,?CO2:SLP,?CO2:SD,?CO2:OK,?H2O:MN,?H2O:SLP,?H2O:SD,?H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
empty,empty,166,1694091460,330.4000001,20230907 07:57:40,7:57:40,1,1694091452,4.68E-05,0.046814603,-1.223985947,413.5855417,1043.217847,103.9190184,41.19887675,0.003024771,4.053459833,0.003023518,0.001889811,238.0486303,27.43148302,25.07216667,3.193383934,53.11152193,1.688809561,3.17974236,1.504574373,-2.064524006,-15.69592634,322.1982319,542.4864118,23.84157536,0.047911956,-1.223985947,443.5201435,433.6088667,1.720919281,91.54285347,0.046814603,16.92752997,16.9505497,-3.78E-06,100.24,0,0,1,0,52960.2515,1499.991667,1264.493019,0.84300003,0.158699969,3,0.5,0: Broadleaf,2,TRUE,1694091452,413.5855417,425.507875,16.95355,16.93001667,412.04975,16.79919583,600.4208333,99.51386667,0.100052588,25.00034167,25.07216667,999.9,0,0,9997.449167,510.8515833,19.92309583,-11.92222083,420.7182917,432.8357083,0.0235289,425.507875,16.93001667,1.687112083,1.684771667,14.7783625,14.75682917,1499.991667,0.900000583,0.099999471,30,30875.02917,1694091025,7:50:25,1694091025,1694091024,1,-0.76,-0.066,1.536,0.153,413,17,0.31,0.19,-11.925875,0.23832045,0.066767862,0,0.02342024,0.00195609,0.000572936,1,1,2,2-Jan,3.2069,2.73527,0.100876,0.102877,0.0874373,0.0863347,28592.7,22481.8,30257.3,27064.6,37473.5,37646.2,45865.4,46338.6,2.1486,1.63037,-0.00403076,0,25.1355,999.9,53.8,31.4,24.9513,64.7599,26.1258,1,0.210691,2.08154,20.1664,5.242,11.908,5.0103,3.29495,8032.6,9999,8341.5,999.9,1.86592,1.86372,1.86691,1.86647,1.86035,1.86328,1.86234,1.86724,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,1.625,0.1543,-1.323238249,0.0072346,-7.85E-07,1.65E-10,-0.21015538,0.004426645,0.001079572,-3.07E-06,2,2114,1,22,7.2,7.3,1.11694,2.43164,1.65283,2.29004,1.55029,2.48657,35.8477,23.9562,19,631.743,346.95,22.7168,30.1434,30.0004,29.9736,29.9733,22.3722,38.8784,0,22.7593,450.25,16.9858,105.661,97.4743
empty,empty,167,1694091462,332.4000001,20230907 07:57:42,7:57:42,1,1694091454,4.76E-05,0.047605263,-1.313110882,416.964375,1081.83776,107.7657576,41.53532388,0.003075223,4.054810176,0.003073928,0.001921321,238.0483611,27.43026972,25.07336667,3.193612281,53.10973153,1.688723685,3.179687858,1.504888596,-2.099392097,-16.02632703,322.1803626,542.1030045,23.79332458,0.048088581,-1.313110882,446.8377153,437.0291697,1.7114902,91.54285347,0.047605263,16.92665836,16.95005879,-2.53E-06,100.24,0,0,1,0,52984.4863,1499.99,1264.491613,0.843000028,0.158699965,3,0.5,0: Broadleaf,2,TRUE,1694091454,416.964375,428.8630833,16.95274167,16.92912083,415.4062083,16.79841667,600.402375,99.5135625,0.100040904,25.00005417,25.07336667,999.9,0,0,10002.24083,510.8272917,20.11765833,-11.8986125,424.155,436.2483333,0.02361655,428.8630833,16.92912083,1.687027083,1.6846775,14.777575,14.75596667,1499.99,0.900000625,0.099999429,30,30875,1694091025,7:50:25,1694091025,1694091024,1,-0.76,-0.066,1.536,0.153,413,17,0.31,0.19,-11.91292683,0.388908711,0.077965036,0,0.023433454,0.003067859,0.000573199,1,1,2,2-Jan,3.20645,2.73509,0.101474,0.103469,0.087434,0.0863327,28573.7,22466.8,30257.3,27064.4,37473.7,37646.1,45865.4,46338.4,2.1485,1.6304,-0.00374019,0,25.1355,999.9,53.8,31.4,24.9513,64.7999,26.855,1,0.210592,1.99755,20.1676,5.24065,11.908,5.0102,3.29478,8032.6,9999,8341.5,999.9,1.86593,1.86372,1.86691,1.86648,1.86035,1.86328,1.86234,1.86724,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,1.647,0.1542,-1.323238249,0.0072346,-7.85E-07,1.65E-10,-0.21015538,0.004426645,0.001079572,-3.07E-06,2,2114,1,22,7.3,7.3,1.12305,2.43652,1.65283,2.29004,1.55029,2.49268,35.8477,23.9474,19,631.7,346.984,22.7315,30.1467,30.0002,29.9768,29.9765,22.5137,38.8784,0,22.7593,455.26,16.9858,105.661,97.4737
empty,empty,168,1694091464,334.4000001,20230907 07:57:44,7:57:44,1,1694091456,4.66E-05,0.046562604,-1.164260516,420.33675,1022.05879,101.8107543,41.87117412,0.003007577,4.055903865,0.003006339,0.001879073,238.0487578,27.42976833,25.07360833,3.193658269,53.10736915,1.688640599,3.179672851,1.505017671,-2.053410851,-16.10080377,322.1764551,542.0709983,23.74110314,0.048145893,-1.164260516,450.2286636,440.4198667,1.699106396,91.54285347,0.046562604,16.92635089,16.94924061,-2.59E-06,100.24,0,0,1,0,53004.09234,1499.9925,1264.49372,0.843000028,0.158699965,3,0.5,0: Broadleaf,2,TRUE,1694091456,420.33675,432.2099583,16.95194167,16.92829167,418.7562083,16.79765,600.3770833,99.51336667,0.100036433,24.999975,25.07360833,999.9,0,0,10006.11792,510.8048333,20.27424167,-11.87312917,427.5850833,439.6524583,0.023648975,432.2099583,16.92829167,1.686944583,1.684591667,14.77681667,14.75517917,1499.9925,0.900000625,0.099999429,30,30875.04583,1694091025,7:50:25,1694091025,1694091024,1,-0.76,-0.066,1.536,0.153,413,17,0.31,0.19,-11.8936325,0.583453283,0.087883367,0,0.023607683,0.002842058,0.00050928,1,1,2,2-Jan,3.20665,2.73549,0.102072,0.10405,0.0874309,0.086328,28554.6,22452,30257.3,27064.2,37474,37646.2,45865.5,46338.1,2.14873,1.63017,-0.00395626,0,25.1355,999.9,53.8,31.4,24.9516,64.9599,27.0833,1,0.210577,2.04872,20.1675,5.24305,11.9081,5.0108,3.29523,8032.8,9999,8341.5,999.9,1.86593,1.86372,1.86691,1.86648,1.86035,1.86327,1.86234,1.86723,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,1.669,0.1541,-1.323238249,0.0072346,-7.85E-07,1.65E-10,-0.21015538,0.004426645,0.001079572,-3.07E-06,2,2114,1,22,7.3,7.3,1.13037,2.43774,1.65283,2.29004,1.55029,2.44385,35.8477,23.9474,19,631.908,346.875,22.7495,30.1489,30.0002,29.9794,29.9792,22.6249,38.8784,0,22.7594,455.26,16.9858,105.661,97.4732
empty,empty,169,1694091466,336.4000001,20230907 07:57:46,7:57:46,1,1694091458,4.87E-05,0.048737461,-1.36983911,423.7053333,1101.224939,109.6966068,42.20666977,0.003148356,4.056358352,0.003146999,0.001966996,238.0493548,27.42915439,25.0726375,3.193473527,53.10498077,1.688570528,3.179683909,1.504902998,-2.149322018,-15.87754321,322.1883814,542.2108709,23.70195592,0.048585526,-1.36983911,453.6618439,443.8548303,1.715841078,91.54285347,0.048737461,16.92519425,16.94915455,-2.83E-06,100.24,0,0,1,0,53012.22403,1499.99625,1264.496872,0.843000022,0.158699967,3,0.5,0: Broadleaf,2,TRUE,1694091458,423.7053333,435.5595,16.9512625,16.92739583,422.1024583,16.79699167,600.3595833,99.51326667,0.099993896,25.00003333,25.0726375,999.9,0,0,10007.73125,510.7877917,20.12605833,-11.85407083,431.0114583,443.0592917,0.023864425,435.5595,16.92739583,1.686875417,1.6845,14.776175,14.75434583,1499.99625,0.900000583,0.099999463,30,30875.10417,1694091025,7:50:25,1694091025,1694091024,1,-0.76,-0.066,1.536,0.153,413,17,0.31,0.19,-11.8834725,0.616337336,0.08992057,0,0.023691128,0.002856118,0.000510412,1,1,2,2-Jan,3.20687,2.73529,0.102673,0.104654,0.0874294,0.0863252,28535.6,22437,30257.4,27064.4,37474.1,37646.3,45865.6,46338.2,2.14855,1.63022,-0.00425428,0,25.1355,999.9,53.8,31.4,24.9494,64.9699,26.6226,1,0.21081,2.083,20.1667,5.242,11.9081,5.0104,3.29493,8032.8,9999,8341.5,999.9,1.86595,1.86373,1.86691,1.86647,1.86036,1.86328,1.86234,1.86722,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,1.692,0.1541,-1.323238249,0.0072346,-7.85E-07,1.65E-10,-0.21015538,0.004426645,0.001079572,-3.07E-06,2,2114,1,22,7.3,7.4,1.1377,2.44019,1.65283,2.29004,1.55029,2.34619,35.8477,23.9474,19,631.805,346.923,22.7586,30.1514,30.0003,29.9826,29.9824,22.7756,38.8784,0,22.7594,460.27,16.9858,105.661,97.4734
empty,empty,170,1694091468,338.4000001,20230907 07:57:48,7:57:48,1,1694091460,4.97E-05,0.049698174,-1.479477905,427.0764167,1145.145083,114.0716073,42.54246386,0.003210728,4.056843853,0.003209317,0.00200595,238.0493927,27.42904846,25.07162917,3.193281658,53.10197989,1.688510343,3.179750259,1.504771315,-2.191689467,-15.58235901,322.2049709,542.4803152,23.66138971,0.049036563,-1.479477905,457.1141068,447.3069636,1.725018436,91.54285347,0.049698174,16.92422757,16.94864545,-7.96E-07,100.24,0,0,1,0,53020.8616,1499.99625,1264.496873,0.843000023,0.158699992,3,0.5,0: Broadleaf,2,TRUE,1694091460,427.0764167,438.910125,16.9506625,16.926575,425.4512083,16.79640833,600.378125,99.51322917,0.100006783,25.00038333,25.07162917,999.9,0,0,10009.44792,510.7724583,20.09700417,-11.83366667,434.440375,446.4672917,0.024083371,438.910125,16.926575,1.686814583,1.684417917,14.77561667,14.75358333,1499.99625,0.900000208,0.099999825,30,30875.09583,1694091025,7:50:25,1694091025,1694091024,1,-0.76,-0.066,1.536,0.153,413,17,0.31,0.19,-11.8602825,0.63376773,0.0892238,0,0.023864125,0.005575932,0.000641218,1,1,2,2-Jan,3.20695,2.73506,0.103269,0.105228,0.0874273,0.0863235,28516.5,22422.7,30257.3,27064.5,37474,37646.7,45865.3,46338.5,2.14845,1.6304,-0.00369549,0,25.1355,999.9,53.8,31.4,24.9501,65.0699,25.9896,1,0.211077,2.10371,20.1661,5.2402,11.9081,5.01,3.29472,8032.8,9999,8341.5,999.9,1.86596,1.86373,1.86691,1.86647,1.86035,1.86329,1.86234,1.86723,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,1.714,0.1541,-1.323238249,0.0072346,-7.85E-07,1.65E-10,-0.21015538,0.004426645,0.001079572,-3.07E-06,2,2114,1,22,7.4,7.4,1.14258,2.43896,1.65283,2.29004,1.55029,2.33765,35.8477,23.9387,19,631.767,347.043,22.7624,30.1545,30.0005,29.9863,29.9856,22.9216,38.8784,0,22.7609,465.28,16.9858,105.661,97.474
empty,empty,171,1694091470,340.4000001,20230907 07:57:50,7:57:50,1,1694091462,4.77E-05,0.047707958,-1.378282009,430.447125,1126.958219,112.2602078,42.87832758,0.003081912,4.057853451,0.003080612,0.001925499,238.0493501,27.42942893,25.07177917,3.1933102,53.09813875,1.688445246,3.179857685,1.504864954,-2.103920927,-15.49508397,322.2114879,542.661833,23.62351497,0.049166094,-1.378282009,460.4583818,450.7125939,1.706666752,91.54285347,0.047707958,16.92379227,16.94724242,-2.43E-06,100.24,0,0,1,0,53038.8606,1499.995833,1264.496531,0.843000029,0.158700008,3,0.5,0: Broadleaf,2,TRUE,1694091462,430.447125,442.2614583,16.94997083,16.92582083,428.7996667,16.79574583,600.4065833,99.51345,0.100010254,25.00095,25.07177917,999.9,0,0,10012.98833,510.7583333,20.22179167,-11.81429167,437.8689167,449.8759583,0.024155767,442.2614583,16.92582083,1.68675,1.68434625,14.77502083,14.752925,1499.995833,0.9,0.100000033,30,30875.09167,1694091025,7:50:25,1694091025,1694091024,1,-0.76,-0.066,1.536,0.153,413,17,0.31,0.19,-11.84443659,0.632220209,0.089527515,0,0.023915776,0.005777645,0.000655767,1,1,2,2-Jan,3.20717,2.73552,0.103861,0.1058,0.087423,0.0863237,28497.3,22408.4,30256.9,27064.6,37473.7,37647.1,45864.6,46339,2.14865,1.63032,-0.00379235,0,25.1346,999.9,53.8,31.4,24.9531,64.5999,25.7893,1,0.211413,2.1166,20.1665,5.2426,11.9081,5.01055,3.2952,8032.8,9999,8341.5,999.9,1.86596,1.86374,1.86691,1.86648,1.86035,1.86328,1.86234,1.86722,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,1.737,0.1541,-1.323238249,0.0072346,-7.85E-07,1.65E-10,-0.21015538,0.004426645,0.001079572,-3.07E-06,2,2114,1,22,7.4,7.4,1.15112,2.4292,1.65283,2.29004,1.55029,2.41821,35.8477,23.9474,19,631.96,347.018,22.7644,30.1572,30.0007,29.9895,29.9885,23.0292,38.8784,0,22.7609,465.28,16.9858,105.659,97.4747
empty,empty,172,1694091472,342.4000001,20230907 07:57:52,7:57:52,1,1694091464,4.65E-05,0.04649582,-1.297928956,433.8155417,1106.409641,110.213447,43.21392768,0.003003455,4.058654573,0.003002221,0.001876499,238.0494218,27.42974575,25.07174583,3.193303857,53.09425364,1.688375389,3.179958796,1.504928468,-2.05046566,-15.37415065,322.219613,542.8444186,23.61039873,0.049233233,-1.297928956,463.8763228,454.1194061,1.701790065,91.54285347,0.04649582,16.92372637,16.94659636,-4.66E-06,100.24,0,0,1,0,53053.13035,1499.99625,1264.496904,0.843000044,0.158700011,3,0.5,0: Broadleaf,2,TRUE,1694091464,433.8155417,445.6235833,16.94924583,16.9250625,432.14575,16.79505417,600.3982083,99.51364167,0.099957967,25.00148333,25.07174583,999.9,0,0,10015.79667,510.7432917,20.12855833,-11.80809167,441.295,453.295625,0.024185492,445.6235833,16.9250625,1.686681667,1.684274583,14.77439167,14.7522625,1499.99625,0.9,0.10000005,30,30875.1,1694091025,7:50:25,1694091025,1694091024,1,-0.76,-0.066,1.536,0.153,413,17,0.31,0.19,-11.817745,0.49945666,0.085774084,0,0.024027678,0.00305295,0.000556777,1,1,2,2-Jan,3.20688,2.73539,0.104449,0.106421,0.0874192,0.0863165,28478.3,22393,30256.6,27064.8,37473.6,37647.7,45864.3,46339.4,2.14852,1.63037,-0.00386685,0,25.1336,999.9,53.8,31.4,24.9513,64.6099,26.3462,1,0.211817,2.12777,20.166,5.242,11.9081,5.01015,3.29495,8032.8,9999,8341.5,999.9,1.86594,1.86374,1.86691,1.86649,1.86036,1.86328,1.86234,1.86722,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,1.759,0.1541,-1.323238249,0.0072346,-7.85E-07,1.65E-10,-0.21015538,0.004426645,0.001079572,-3.07E-06,2,2114,1,22,7.4,7.5,1.15723,2.42798,1.65283,2.29004,1.55029,2.50732,35.8711,23.9562,19,631.891,347.067,22.7657,30.1598,30.0008,29.9922,29.9917,23.1771,38.8784,0,22.7609,470.29,16.9858,105.658,97.4756
empty,empty,173,1694091474,344.4000001,20230907 07:57:54,7:57:54,1,1694091466,4.71E-05,0.047050029,-1.117559627,437.1818333,1007.803437,100.3910561,43.54931166,0.003039359,4.058790806,0.003038095,0.001898923,238.0494918,27.4302584,25.07120417,3.193200791,53.09012217,1.688313208,3.180089137,1.504887583,-2.074906282,-15.10570348,322.235778,543.10466,23.57440854,0.049350389,-1.117559627,467.4515328,457.5452121,1.711171725,91.54285347,0.047050029,16.92291069,16.94604485,-3.34E-06,100.24,0,0,1,0,53055.45255,1499.996667,1264.497286,0.843000064,0.158700014,3,0.5,0: Broadleaf,2,TRUE,1694091466,437.1818333,448.972375,16.9486,16.92435833,435.4897917,16.79442917,600.379125,99.51375,0.099976683,25.00217083,25.07120417,999.9,0,0,10016.26667,510.7282917,19.72579167,-11.79055833,444.7190417,456.7016667,0.024237154,448.972375,16.92435833,1.686619167,1.684206667,14.77381667,14.7516375,1499.996667,0.900000042,0.100000033,30,30875.10417,1694091025,7:50:25,1694091025,1694091024,1,-0.76,-0.066,1.536,0.153,413,17,0.31,0.19,-11.82391707,0.427379791,0.086067166,0,0.024100139,0.002132028,0.00048699,1,1,2,2-Jan,3.20646,2.73518,0.105037,0.106985,0.0874151,0.0863131,28459.5,22379,30256.5,27065,37473.8,37648.1,45864.3,46339.6,2.14842,1.63043,-0.00362843,0,25.1334,999.9,53.8,31.4,24.9494,64.9499,26.9872,1,0.211984,2.14499,20.1656,5.24095,11.9081,5.00995,3.29478,8033,9999,8341.5,999.9,1.86594,1.86373,1.86691,1.8665,1.86037,1.86329,1.86234,1.86722,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,1.78,0.1541,-1.323238249,0.0072346,-7.85E-07,1.65E-10,-0.21015538,0.004426645,0.001079572,-3.07E-06,2,2114,1,22,7.5,7.5,1.16333,2.43164,1.65283,2.29004,1.55029,2.48047,35.8711,23.9474,19,631.848,347.117,22.7662,30.1625,30.0007,29.9954,29.9951,23.3226,38.8784,0,22.7569,475.3,16.9858,105.658,97.4761
empty,empty,174,1694091476,346.4000001,20230907 07:57:56,7:57:56,1,1694091468,4.70E-05,0.047005953,-1.16473719,440.5425,1036.280703,103.2280352,43.88418753,0.003036044,4.058605645,0.003034783,0.001896852,238.0499331,27.43118813,25.07209167,3.193369663,53.08552726,1.688248023,3.180241603,1.505121639,-2.07296251,-15.12324833,322.2373277,543.09105,23.5422461,0.0493743,-1.16473719,470.768056,460.9450242,1.701434628,91.54285347,0.047005953,16.92172127,16.94483455,-3.35E-06,100.24,0,0,1,0,53051.99475,1499.999583,1264.499775,0.843000084,0.1587,3,0.5,0: Broadleaf,2,TRUE,1694091468,440.5425,452.3174167,16.94790417,16.92365,438.8282917,16.7937625,600.360875,99.5139625,0.100007842,25.002975,25.07209167,999.9,0,0,10015.59167,510.714875,19.1512,-11.77491667,448.1373333,460.104,0.024251617,452.3174167,16.92365,1.686554167,1.684139583,14.77322083,14.75102083,1499.999583,0.900000333,0.099999775,30,30875.15833,1694091025,7:50:25,1694091025,1694091024,1,-0.76,-0.066,1.536,0.153,413,17,0.31,0.19,-11.8082025,0.421194371,0.088227477,0,0.024178313,0.000871444,0.000453123,1,1,2,2-Jan,3.20672,2.73543,0.10562,0.107527,0.0874129,0.0863109,28440.8,22365.3,30256.4,27064.9,37473.9,37648,45864.2,46339.3,2.1486,1.63032,-0.00309199,0,25.1334,999.9,53.8,31.4,24.9498,64.8999,26.9952,1,0.2122,2.1624,20.1659,5.2432,11.9081,5.01055,3.29523,8033,9999,8341.5,999.9,1.86594,1.86372,1.86691,1.8665,1.86036,1.86328,1.86234,1.86723,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,1.803,0.154,-1.323238249,0.0072346,-7.85E-07,1.65E-10,-0.21015538,0.004426645,0.001079572,-3.07E-06,2,2114,1,22,7.5,7.5,1.17065,2.43774,1.65283,2.29004,1.55029,2.41211,35.8711,23.9474,19,632.021,347.081,22.765,30.1651,30.0006,29.9986,29.9983,23.4335,38.6063,0,22.7569,475.3,16.9858,105.658,97.4756
empty,empty,175,1694091478,348.4000001,20230907 07:57:58,7:57:58,1,1694091470,4.83E-05,0.048301481,-1.381689313,443.9002917,1133.389919,112.9016748,44.21875078,0.003119033,4.057586155,0.003117701,0.001948683,238.0502159,27.4321537,25.07357917,3.193652719,53.0814401,1.688180944,3.180360104,1.505471775,-2.130095317,-15.30812359,322.2294283,542.8414254,23.5390914,0.049153727,-1.381689313,474.0575868,464.3476788,1.700969485,91.54285347,0.048301481,16.92071551,16.94446242,-2.93E-06,100.24,0,0,1,0,53033.61371,1500.001667,1264.501493,0.843000059,0.158699968,3,0.5,0: Broadleaf,2,TRUE,1694091470,443.9002917,455.6736667,16.9472,16.92305417,442.1638333,16.7930875,600.3608333,99.51416667,0.099984554,25.0036,25.07357917,999.9,0,0,10011.97292,510.7033333,18.47635,-11.773425,451.5526667,463.51775,0.02414425,455.6736667,16.92305417,1.6864875,1.684083333,14.77260417,14.75050417,1500.001667,0.900000708,0.099999383,30,30875.2,1694091025,7:50:25,1694091025,1694091024,1,-0.76,-0.066,1.536,0.153,413,17,0.31,0.19,-11.7892475,0.353429268,0.079788292,0,0.024200725,0.00018322,0.000431835,1,1,2,2-Jan,3.20696,2.73502,0.106201,0.108134,0.0874109,0.0863317,28422.2,22349.9,30256.2,27064.6,37473.9,37646.9,45864.1,46339,2.14827,1.63048,-0.00306964,0,25.1334,999.9,53.8,31.4,24.9498,65.0299,26.3101,1,0.212503,2.16947,20.1654,5.2423,11.9081,5.01035,3.29503,8033,9999,8341.5,999.9,1.86593,1.86371,1.86691,1.86652,1.86036,1.86328,1.86234,1.86723,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,1.825,0.154,-1.323238249,0.0072346,-7.85E-07,1.65E-10,-0.21015538,0.004426645,0.001079572,-3.07E-06,2,2114,1,22,7.5,7.6,1.17798,2.44263,1.65283,2.29004,1.55029,2.33032,35.8944,23.9474,19,631.798,347.184,22.7628,30.1677,30.0007,30.0017,30.0012,23.5809,38.6063,0,22.752,480.31,16.9858,105.657,97.4749
empty,empty,176,1694091480,350.4000001,20230907 07:58:00,7:58:00,1,1694091472,4.91E-05,0.049082204,-1.382419451,447.26125,1125.985807,112.1643424,44.55363798,0.003169026,4.055148316,0.003167651,0.001979905,238.0498731,27.43390895,25.07445417,3.193819233,53.0783573,1.688134478,3.180457278,1.505684755,-2.16452519,-15.37817648,322.2268851,542.7340565,23.53612362,0.045779985,-1.382419451,477.5831387,467.7811515,1.716147924,91.54285347,0.049082204,16.92183791,16.94595455,-1.05E-06,100.24,0,0,1,0,52989.83984,1499.999583,1264.499722,0.843000049,0.158699959,3,0.5,0: Broadleaf,2,TRUE,1694091472,447.26125,459.0319167,16.9467,16.9242125,445.5026667,16.79260417,600.3890833,99.5143375,0.100010896,25.0041125,25.07445417,999.9,0,0,10003.35542,510.6921667,18.09733333,-11.7706875,454.9714167,466.9344167,0.022482078,459.0319167,16.9242125,1.686440417,1.68420125,14.77217083,14.75159167,1499.999583,0.900000792,0.099999292,30,30875.1625,1694091025,7:50:25,1694091025,1694091024,1,-0.76,-0.066,1.536,0.153,413,17,0.31,0.19,-11.77327,0.074739962,0.0657603,1,0.023004959,-0.020877611,0.003722967,1,2,2,2-Feb,3.20701,2.73498,0.106786,0.108701,0.0874182,0.0863947,28403.4,22335.6,30256.1,27064.7,37473.4,37644.8,45863.8,46339.5,2.1482,1.63037,-0.00323355,0,25.1334,999.9,53.8,31.4,24.9483,65.0099,25.8614,1,0.212741,2.18167,20.165,5.24155,11.9081,5.01045,3.29495,8033,9999,8341.5,999.9,1.86595,1.86372,1.86691,1.86652,1.86035,1.86329,1.86234,1.86723,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,1.847,0.1541,-1.323238249,0.0072346,-7.85E-07,1.65E-10,-0.21015538,0.004426645,0.001079572,-3.07E-06,2,2114,1,22,7.6,7.6,1.18286,2.43286,1.65283,2.29004,1.55029,2.36572,35.8944,23.9474,19,631.775,347.148,22.7605,30.1703,30.0007,30.0049,30.0044,23.7271,38.6063,0,22.752,485.32,16.9858,105.657,97.4756
empty,empty,177,1694091482,352.4000001,20230907 07:58:02,7:58:02,1,1694091474,3.09E-05,0.030930517,-1.377355577,450.6225833,1530.280092,152.4381298,44.88855617,0.001996242,4.053683063,0.001995696,0.001247359,238.0490369,27.43892988,25.07640417,3.194190348,53.0762513,1.688137945,3.180590008,1.506052403,-1.364035811,-15.64579756,322.2147963,543.2539998,23.51561112,0.038562598,-1.377355577,480.9816793,471.2040545,1.711799283,91.54285347,0.030930517,16.93546164,16.95060727,7.04E-06,100.24,0,0,1,0,52963.46903,1499.994167,1264.495165,0.843000055,0.158699975,3,0.5,0: Broadleaf,2,TRUE,1694091474,450.6225833,462.3810833,16.94670417,16.9277625,448.8419583,16.7926125,600.4079167,99.5144875,0.100041,25.0048125,25.07640417,999.9,0,0,9998.17375,510.6744167,18.173775,-11.75847917,458.39075,470.343,0.018932422,462.3810833,16.9277625,1.686443333,1.6845575,14.7722,14.75486667,1499.994167,0.900000583,0.0999995,30,30875.0625,1694091025,7:50:25,1694091025,1694091024,1,-0.76,-0.066,1.536,0.153,413,17,0.31,0.19,-11.77117317,0.080703136,0.065041413,1,0.021214134,-0.046769654,0.007210729,1,2,2,2-Feb,3.20706,2.73551,0.107364,0.10925,0.0874368,0.086443,28384.8,22321.9,30255.9,27064.7,37472.5,37642.9,45863.6,46339.6,2.14848,1.6301,-0.0032261,0,25.1334,999.9,53.8,31.4,24.9524,64.9599,25.8614,1,0.212962,2.1905,20.1653,5.2435,11.9081,5.01095,3.29533,8033,9999,8341.5,999.9,1.86595,1.86372,1.86691,1.86651,1.86036,1.86329,1.86234,1.86722,0,0,0,0,0,iiiiiiii,off,off,off,off,0,100,100,1.869,0.1543,-1.323238249,0.0072346,-7.85E-07,1.65E-10,-0.21015538,0.004426645,0.001079572,-3.07E-06,2,2114,1,22,7.6,7.6,1.19141,2.4292,1.65283,2.29004,1.55029,2.4646,35.8944,23.9562,19,632.029,347.015,22.7575,30.1729,30.0007,30.0082,30.0078,23.8339,38.6063,0,22.752,485.32,16.9858,105.656,97.4758
